record_id,date,hr,Cum_sum_registered,Cum_sum_cusual
12567,2012-06-12,19,1661912,396984
12568,2012-06-12,20,1662262,397020
12569,2012-06-12,21,1662495,397061
12570,2012-06-12,22,1662683,397080
12571,2012-06-12,23,1662761,397091
12572,2012-06-13,0,1662788,397098
12573,2012-06-13,1,1662809,397105
12574,2012-06-13,2,1662813,397105
12575,2012-06-13,3,1662820,397106
12576,2012-06-13,4,1662829,397107
12577,2012-06-13,5,1662867,397109
12578,2012-06-13,6,1663055,397115
12579,2012-06-13,7,1663535,397140
12580,2012-06-13,8,1664207,397181
12581,2012-06-13,9,1664505,397235
12582,2012-06-13,10,1664639,397299
12583,2012-06-13,11,1664821,397363
12584,2012-06-13,12,1665062,397456
12585,2012-06-13,13,1665265,397508
12586,2012-06-13,14,1665487,397606
12587,2012-06-13,15,1665703,397671
12588,2012-06-13,16,1666023,397743
12589,2012-06-13,17,1666805,397818
12590,2012-06-13,18,1667445,397922
12591,2012-06-13,19,1667993,398045
12592,2012-06-13,20,1668355,398131
12593,2012-06-13,21,1668672,398210
12594,2012-06-13,22,1668881,398239
12595,2012-06-13,23,1669009,398264
12596,2012-06-14,0,1669054,398267
12597,2012-06-14,1,1669071,398271
12598,2012-06-14,2,1669079,398272
12599,2012-06-14,3,1669083,398273
12600,2012-06-14,4,1669089,398273
12601,2012-06-14,5,1669129,398273
12602,2012-06-14,6,1669298,398285
12603,2012-06-14,7,1669778,398311
12604,2012-06-14,8,1670460,398348
12605,2012-06-14,9,1670772,398393
12606,2012-06-14,10,1670904,398440
12607,2012-06-14,11,1671072,398500
12608,2012-06-14,12,1671282,398555
12609,2012-06-14,13,1671495,398626
12610,2012-06-14,14,1671709,398710
12611,2012-06-14,15,1671922,398821
12612,2012-06-14,16,1672290,398891
12613,2012-06-14,17,1673040,399008
12614,2012-06-14,18,1673756,399115
12615,2012-06-14,19,1674239,399211
12616,2012-06-14,20,1674590,399295
12617,2012-06-14,21,1674860,399362
12618,2012-06-14,22,1675056,399408
12619,2012-06-14,23,1675192,399444
12620,2012-06-15,0,1675260,399470
12621,2012-06-15,1,1675302,399479
12622,2012-06-15,2,1675317,399479
12623,2012-06-15,3,1675320,399481
12624,2012-06-15,4,1675333,399482
12625,2012-06-15,5,1675364,399484
12626,2012-06-15,6,1675506,399493
12627,2012-06-15,7,1675919,399510
12628,2012-06-15,8,1676528,399554
12629,2012-06-15,9,1676836,399612
12630,2012-06-15,10,1676996,399668
12631,2012-06-15,11,1677176,399774
12632,2012-06-15,12,1677468,399885
12633,2012-06-15,13,1677740,400006
12634,2012-06-15,14,1677995,400127
12635,2012-06-15,15,1678265,400234
12636,2012-06-15,16,1678691,400366
12637,2012-06-15,17,1679389,400491
12638,2012-06-15,18,1679961,400612
12639,2012-06-15,19,1680330,400710
12640,2012-06-15,20,1680626,400799
12641,2012-06-15,21,1680876,400882
12642,2012-06-15,22,1681118,400961
12643,2012-06-15,23,1681294,401007
12644,2012-06-16,0,1681406,401032
12645,2012-06-16,1,1681485,401048
12646,2012-06-16,2,1681540,401060
12647,2012-06-16,3,1681559,401068
12648,2012-06-16,4,1681564,401071
12649,2012-06-16,5,1681585,401073
12650,2012-06-16,6,1681621,401084
12651,2012-06-16,7,1681689,401094
12652,2012-06-16,8,1681846,401141
12653,2012-06-16,9,1682125,401229
12654,2012-06-16,10,1682421,401368
12655,2012-06-16,11,1682774,401581
12656,2012-06-16,12,1683123,401835
12657,2012-06-16,13,1683447,402128
12658,2012-06-16,14,1683756,402392
12659,2012-06-16,15,1684044,402687
12660,2012-06-16,16,1684348,402925
12661,2012-06-16,17,1684697,403169
12662,2012-06-16,18,1685012,403425
12663,2012-06-16,19,1685289,403609
12664,2012-06-16,20,1685518,403732
12665,2012-06-16,21,1685710,403830
12666,2012-06-16,22,1685899,403921
12667,2012-06-16,23,1686033,403970
12668,2012-06-17,0,1686150,404001
12669,2012-06-17,1,1686217,404022
12670,2012-06-17,2,1686272,404041
12671,2012-06-17,3,1686294,404047
12672,2012-06-17,4,1686310,404049
12673,2012-06-17,5,1686323,404053
12674,2012-06-17,6,1686339,404060
12675,2012-06-17,7,1686369,404078
12676,2012-06-17,8,1686464,404102
12677,2012-06-17,9,1686647,404193
12678,2012-06-17,10,1686935,404341
12679,2012-06-17,11,1687285,404537
12680,2012-06-17,12,1687640,404797
12681,2012-06-17,13,1687987,405064
12682,2012-06-17,14,1688314,405319
12683,2012-06-17,15,1688574,405522
12684,2012-06-17,16,1688914,405762
12685,2012-06-17,17,1689275,405994
12686,2012-06-17,18,1689585,406197
12687,2012-06-17,19,1689829,406343
12688,2012-06-17,20,1690030,406444
12689,2012-06-17,21,1690200,406520
12690,2012-06-17,22,1690298,406575
12691,2012-06-17,23,1690377,406604
12692,2012-06-18,0,1690405,406616
12693,2012-06-18,1,1690410,406625
12694,2012-06-18,2,1690416,406628
12695,2012-06-18,3,1690419,406629
12696,2012-06-18,4,1690428,406629
12697,2012-06-18,5,1690450,406630
12698,2012-06-18,6,1690487,406630
12699,2012-06-18,7,1690622,406640
12700,2012-06-18,8,1691069,406667
12701,2012-06-18,9,1691291,406695
12702,2012-06-18,10,1691369,406708
12703,2012-06-18,11,1691465,406733
12704,2012-06-18,12,1691604,406762
12705,2012-06-18,13,1691778,406813
12706,2012-06-18,14,1691938,406872
12707,2012-06-18,15,1692114,406933
12708,2012-06-18,16,1692393,406986
12709,2012-06-18,17,1693062,407040
12710,2012-06-18,18,1693657,407087
12711,2012-06-18,19,1694068,407139
12712,2012-06-18,20,1694385,407184
12713,2012-06-18,21,1694623,407219
12714,2012-06-18,22,1694766,407240
12715,2012-06-18,23,1694823,407257
12716,2012-06-19,0,1694853,407262
12717,2012-06-19,1,1694866,407263
12718,2012-06-19,2,1694880,407264
12719,2012-06-19,3,1694887,407265
12720,2012-06-19,4,1694896,407266
12721,2012-06-19,5,1694930,407269
12722,2012-06-19,6,1695082,407278
12723,2012-06-19,7,1695544,407296
12724,2012-06-19,8,1696177,407336
12725,2012-06-19,9,1696465,407376
12726,2012-06-19,10,1696601,407420
12727,2012-06-19,11,1696775,407476
12728,2012-06-19,12,1696997,407546
12729,2012-06-19,13,1697200,407615
12730,2012-06-19,14,1697366,407676
12731,2012-06-19,15,1697553,407748
12732,2012-06-19,16,1697839,407796
12733,2012-06-19,17,1698564,407882
12734,2012-06-19,18,1699268,407973
12735,2012-06-19,19,1699700,408055
12736,2012-06-19,20,1700099,408114
12737,2012-06-19,21,1700338,408151
12738,2012-06-19,22,1700578,408202
12739,2012-06-19,23,1700680,408225
12740,2012-06-20,0,1700728,408230
12741,2012-06-20,1,1700748,408237
12742,2012-06-20,2,1700753,408238
12743,2012-06-20,3,1700759,408240
12744,2012-06-20,4,1700765,408241
12745,2012-06-20,5,1700802,408243
12746,2012-06-20,6,1700958,408252
12747,2012-06-20,7,1701402,408272
12748,2012-06-20,8,1702002,408315
12749,2012-06-20,9,1702278,408355
12750,2012-06-20,10,1702404,408396
12751,2012-06-20,11,1702538,408450
12752,2012-06-20,12,1702688,408480
12753,2012-06-20,13,1702851,408528
12754,2012-06-20,14,1702985,408584
12755,2012-06-20,15,1703128,408620
12756,2012-06-20,16,1703412,408671
12757,2012-06-20,17,1704023,408751
12758,2012-06-20,18,1704614,408832
12759,2012-06-20,19,1705063,408922
12760,2012-06-20,20,1705389,409003
12761,2012-06-20,21,1705691,409045
12762,2012-06-20,22,1705917,409076
12763,2012-06-20,23,1706019,409097
12764,2012-06-21,0,1706072,409113
12765,2012-06-21,1,1706088,409115
12766,2012-06-21,2,1706095,409126
12767,2012-06-21,3,1706103,409129
12768,2012-06-21,4,1706114,409130
12769,2012-06-21,5,1706151,409133
12770,2012-06-21,6,1706298,409136
12771,2012-06-21,7,1706735,409162
12772,2012-06-21,8,1707298,409189
12773,2012-06-21,9,1707522,409221
12774,2012-06-21,10,1707636,409257
12775,2012-06-21,11,1707757,409297
12776,2012-06-21,12,1707939,409330
12777,2012-06-21,13,1708080,409361
12778,2012-06-21,14,1708229,409388
12779,2012-06-21,15,1708383,409428
12780,2012-06-21,16,1708666,409465
12781,2012-06-21,17,1709201,409545
12782,2012-06-21,18,1709763,409623
12783,2012-06-21,19,1710178,409707
12784,2012-06-21,20,1710535,409786
12785,2012-06-21,21,1710791,409841
12786,2012-06-21,22,1711012,409863
12787,2012-06-21,23,1711146,409875
12788,2012-06-22,0,1711223,409891
12789,2012-06-22,1,1711251,409894
12790,2012-06-22,2,1711263,409894
12791,2012-06-22,3,1711269,409895
12792,2012-06-22,4,1711276,409898
12793,2012-06-22,5,1711311,409901
12794,2012-06-22,6,1711429,409905
12795,2012-06-22,7,1711769,409924
12796,2012-06-22,8,1712333,409973
12797,2012-06-22,9,1712611,410028
12798,2012-06-22,10,1712744,410080
12799,2012-06-22,11,1712904,410156
12800,2012-06-22,12,1713095,410219
12801,2012-06-22,13,1713323,410291
12802,2012-06-22,14,1713521,410356
12803,2012-06-22,15,1713733,410428
12804,2012-06-22,16,1714046,410495
12805,2012-06-22,17,1714597,410590
12806,2012-06-22,18,1715040,410652
12807,2012-06-22,19,1715357,410697
12808,2012-06-22,20,1715528,410728
12809,2012-06-22,21,1715705,410768
12810,2012-06-22,22,1715860,410810
12811,2012-06-22,23,1716005,410839
12812,2012-06-23,0,1716107,410853
12813,2012-06-23,1,1716214,410869
12814,2012-06-23,2,1716289,410887
12815,2012-06-23,3,1716321,410897
12816,2012-06-23,4,1716334,410903
12817,2012-06-23,5,1716345,410904
12818,2012-06-23,6,1716382,410914
12819,2012-06-23,7,1716441,410933
12820,2012-06-23,8,1716574,410967
12821,2012-06-23,9,1716821,411052
12822,2012-06-23,10,1717138,411229
12823,2012-06-23,11,1717487,411396
12824,2012-06-23,12,1717886,411599
12825,2012-06-23,13,1718224,411825
12826,2012-06-23,14,1718595,412063
12827,2012-06-23,15,1718861,412280
12828,2012-06-23,16,1719178,412476
12829,2012-06-23,17,1719494,412690
12830,2012-06-23,18,1719781,412884
12831,2012-06-23,19,1720021,413069
12832,2012-06-23,20,1720249,413227
12833,2012-06-23,21,1720472,413326
12834,2012-06-23,22,1720650,413427
12835,2012-06-23,23,1720806,413496
12836,2012-06-24,0,1720938,413527
12837,2012-06-24,1,1721026,413566
12838,2012-06-24,2,1721106,413600
12839,2012-06-24,3,1721147,413619
12840,2012-06-24,4,1721156,413623
12841,2012-06-24,5,1721163,413624
12842,2012-06-24,6,1721182,413630
12843,2012-06-24,7,1721230,413653
12844,2012-06-24,8,1721333,413691
12845,2012-06-24,9,1721502,413754
12846,2012-06-24,10,1721793,413915
12847,2012-06-24,11,1722084,414130
12848,2012-06-24,12,1722413,414357
12849,2012-06-24,13,1722761,414594
12850,2012-06-24,14,1723059,414847
12851,2012-06-24,15,1723349,415044
12852,2012-06-24,16,1723629,415225
12853,2012-06-24,17,1723958,415428
12854,2012-06-24,18,1724306,415614
12855,2012-06-24,19,1724553,415790
12856,2012-06-24,20,1724777,415898
12857,2012-06-24,21,1724954,415974
12858,2012-06-24,22,1725079,416027
12859,2012-06-24,23,1725146,416047
12860,2012-06-25,0,1725183,416078
12861,2012-06-25,1,1725203,416089
12862,2012-06-25,2,1725213,416093
12863,2012-06-25,3,1725217,416094
12864,2012-06-25,4,1725221,416094
12865,2012-06-25,5,1725263,416095
12866,2012-06-25,6,1725410,416106
12867,2012-06-25,7,1725865,416136
12868,2012-06-25,8,1726420,416189
12869,2012-06-25,9,1726651,416226
12870,2012-06-25,10,1726777,416284
12871,2012-06-25,11,1726904,416338
12872,2012-06-25,12,1727100,416412
12873,2012-06-25,13,1727281,416491
12874,2012-06-25,14,1727442,416581
12875,2012-06-25,15,1727610,416646
12876,2012-06-25,16,1727920,416750
12877,2012-06-25,17,1728677,416826
12878,2012-06-25,18,1729368,416926
12879,2012-06-25,19,1729876,417000
12880,2012-06-25,20,1730251,417100
12881,2012-06-25,21,1730532,417150
12882,2012-06-25,22,1730698,417171
12883,2012-06-25,23,1730786,417186
12884,2012-06-26,0,1730815,417194
12885,2012-06-26,1,1730834,417205
12886,2012-06-26,2,1730841,417207
12887,2012-06-26,3,1730848,417209
12888,2012-06-26,4,1730857,417210
12889,2012-06-26,5,1730893,417213
12890,2012-06-26,6,1731069,417225
12891,2012-06-26,7,1731600,417246
12892,2012-06-26,8,1732222,417280
12893,2012-06-26,9,1732520,417310
12894,2012-06-26,10,1732673,417347
12895,2012-06-26,11,1732862,417393
12896,2012-06-26,12,1733090,417473
12897,2012-06-26,13,1733322,417547
12898,2012-06-26,14,1733508,417628
12899,2012-06-26,15,1733737,417716
12900,2012-06-26,16,1734086,417783
12901,2012-06-26,17,1734882,417887
12902,2012-06-26,18,1735601,417992
12903,2012-06-26,19,1736130,418075
12904,2012-06-26,20,1736547,418163
12905,2012-06-26,21,1736814,418224
12906,2012-06-26,22,1737033,418250
12907,2012-06-26,23,1737151,418263
12908,2012-06-27,0,1737190,418278
12909,2012-06-27,1,1737208,418283
12910,2012-06-27,2,1737220,418285
12911,2012-06-27,3,1737227,418286
12912,2012-06-27,4,1737238,418286
12913,2012-06-27,5,1737272,418288
12914,2012-06-27,6,1737465,418295
12915,2012-06-27,7,1737963,418324
12916,2012-06-27,8,1738601,418373
12917,2012-06-27,9,1738854,418402
12918,2012-06-27,10,1738992,418436
12919,2012-06-27,11,1739137,418500
12920,2012-06-27,12,1739382,418577
12921,2012-06-27,13,1739626,418654
12922,2012-06-27,14,1739818,418732
12923,2012-06-27,15,1740006,418793
12924,2012-06-27,16,1740343,418848
12925,2012-06-27,17,1741073,418961
12926,2012-06-27,18,1741792,419046
12927,2012-06-27,19,1742334,419147
12928,2012-06-27,20,1742703,419223
12929,2012-06-27,21,1743016,419277
12930,2012-06-27,22,1743261,419329
12931,2012-06-27,23,1743409,419340
12932,2012-06-28,0,1743461,419342
12933,2012-06-28,1,1743475,419353
12934,2012-06-28,2,1743487,419354
12935,2012-06-28,3,1743493,419355
12936,2012-06-28,4,1743504,419355
12937,2012-06-28,5,1743543,419363
12938,2012-06-28,6,1743728,419371
12939,2012-06-28,7,1744212,419395
12940,2012-06-28,8,1744789,419435
12941,2012-06-28,9,1745107,419468
12942,2012-06-28,10,1745251,419508
12943,2012-06-28,11,1745421,419549
12944,2012-06-28,12,1745648,419598
12945,2012-06-28,13,1745853,419629
12946,2012-06-28,14,1746041,419695
12947,2012-06-28,15,1746236,419719
12948,2012-06-28,16,1746567,419775
12949,2012-06-28,17,1747201,419846
12950,2012-06-28,18,1747798,419946
12951,2012-06-28,19,1748290,420025
12952,2012-06-28,20,1748689,420096
12953,2012-06-28,21,1748998,420185
12954,2012-06-28,22,1749222,420235
12955,2012-06-28,23,1749367,420261
12956,2012-06-29,0,1749457,420285
12957,2012-06-29,1,1749490,420294
12958,2012-06-29,2,1749505,420297
12959,2012-06-29,3,1749510,420300
12960,2012-06-29,4,1749519,420301
12961,2012-06-29,5,1749558,420307
12962,2012-06-29,6,1749706,420322
12963,2012-06-29,7,1750067,420341
12964,2012-06-29,8,1750643,420389
12965,2012-06-29,9,1750904,420428
12966,2012-06-29,10,1751043,420460
12967,2012-06-29,11,1751180,420511
12968,2012-06-29,12,1751353,420564
12969,2012-06-29,13,1751547,420609
12970,2012-06-29,14,1751731,420658
12971,2012-06-29,15,1751914,420705
12972,2012-06-29,16,1752206,420764
12973,2012-06-29,17,1752663,420846
12974,2012-06-29,18,1753077,420896
12975,2012-06-29,19,1753380,420956
12976,2012-06-29,20,1753635,421009
12977,2012-06-29,21,1753830,421050
12978,2012-06-29,22,1753959,421084
12979,2012-06-29,23,1754001,421090
12980,2012-06-30,0,1754066,421094
12981,2012-06-30,1,1754121,421097
12982,2012-06-30,2,1754175,421104
12983,2012-06-30,3,1754195,421107
12984,2012-06-30,4,1754210,421110
12985,2012-06-30,5,1754217,421113
12986,2012-06-30,6,1754253,421119
12987,2012-06-30,7,1754335,421129
12988,2012-06-30,8,1754503,421155
12989,2012-06-30,9,1754737,421196
12990,2012-06-30,10,1755045,421292
12991,2012-06-30,11,1755395,421394
12992,2012-06-30,12,1755723,421537
12993,2012-06-30,13,1756046,421642
12994,2012-06-30,14,1756341,421756
12995,2012-06-30,15,1756628,421873
12996,2012-06-30,16,1756892,421982
12997,2012-06-30,17,1757123,422113
12998,2012-06-30,18,1757371,422204
12999,2012-06-30,19,1757611,422338
13000,2012-06-30,20,1757815,422426
13001,2012-06-30,21,1757980,422474
13002,2012-06-30,22,1758114,422512
13003,2012-06-30,23,1758233,422545
13004,2012-07-01,0,1758355,422572
13005,2012-07-01,1,1758436,422584
13006,2012-07-01,2,1758505,422605
13007,2012-07-01,3,1758532,422611
13008,2012-07-01,4,1758536,422611
13009,2012-07-01,5,1758543,422614
13010,2012-07-01,6,1758562,422622
13011,2012-07-01,7,1758599,422635
13012,2012-07-01,8,1758705,422671
13013,2012-07-01,9,1758873,422722
13014,2012-07-01,10,1759141,422820
13015,2012-07-01,11,1759397,422941
13016,2012-07-01,12,1759716,423055
13017,2012-07-01,13,1760025,423166
13018,2012-07-01,14,1760371,423264
13019,2012-07-01,15,1760615,423365
13020,2012-07-01,16,1760843,423450
13021,2012-07-01,17,1761166,423540
13022,2012-07-01,18,1761441,423635
13023,2012-07-01,19,1761720,423738
13024,2012-07-01,20,1761964,423826
13025,2012-07-01,21,1762145,423903
13026,2012-07-01,22,1762255,423944
13027,2012-07-01,23,1762343,423966
13028,2012-07-02,0,1762374,423978
13029,2012-07-02,1,1762388,423981
13030,2012-07-02,2,1762402,423982
13031,2012-07-02,3,1762407,423982
13032,2012-07-02,4,1762417,423984
13033,2012-07-02,5,1762454,423987
13034,2012-07-02,6,1762586,423991
13035,2012-07-02,7,1762976,423999
13036,2012-07-02,8,1763524,424019
13037,2012-07-02,9,1763763,424075
13038,2012-07-02,10,1763867,424145
13039,2012-07-02,11,1764001,424212
13040,2012-07-02,12,1764184,424286
13041,2012-07-02,13,1764346,424360
13042,2012-07-02,14,1764497,424439
13043,2012-07-02,15,1764672,424498
13044,2012-07-02,16,1764976,424559
13045,2012-07-02,17,1765641,424641
13046,2012-07-02,18,1766299,424713
13047,2012-07-02,19,1766809,424784
13048,2012-07-02,20,1767166,424822
13049,2012-07-02,21,1767407,424839
13050,2012-07-02,22,1767576,424858
13051,2012-07-02,23,1767666,424870
13052,2012-07-03,0,1767710,424879
13053,2012-07-03,1,1767719,424884
13054,2012-07-03,2,1767727,424886
13055,2012-07-03,3,1767729,424886
13056,2012-07-03,4,1767735,424886
13057,2012-07-03,5,1767768,424888
13058,2012-07-03,6,1767917,424893
13059,2012-07-03,7,1768379,424914
13060,2012-07-03,8,1768983,424956
13061,2012-07-03,9,1769209,425002
13062,2012-07-03,10,1769362,425058
13063,2012-07-03,11,1769513,425124
13064,2012-07-03,12,1769711,425198
13065,2012-07-03,13,1769914,425278
13066,2012-07-03,14,1770155,425347
13067,2012-07-03,15,1770485,425418
13068,2012-07-03,16,1770922,425508
13069,2012-07-03,17,1771542,425610
13070,2012-07-03,18,1772084,425695
13071,2012-07-03,19,1772515,425761
13072,2012-07-03,20,1772811,425841
13073,2012-07-03,21,1772971,425877
13074,2012-07-03,22,1773122,425903
13075,2012-07-03,23,1773274,425922
13076,2012-07-04,0,1773414,425941
13077,2012-07-04,1,1773510,425968
13078,2012-07-04,2,1773576,425995
13079,2012-07-04,3,1773599,426004
13080,2012-07-04,4,1773610,426009
13081,2012-07-04,5,1773624,426014
13082,2012-07-04,6,1773647,426023
13083,2012-07-04,7,1773709,426033
13084,2012-07-04,8,1773819,426076
13085,2012-07-04,9,1774022,426166
13086,2012-07-04,10,1774326,426309
13087,2012-07-04,11,1774647,426473
13088,2012-07-04,12,1774977,426637
13089,2012-07-04,13,1775299,426814
13090,2012-07-04,14,1775656,427004
13091,2012-07-04,15,1775955,427159
13092,2012-07-04,16,1776181,427322
13093,2012-07-04,17,1776434,427483
13094,2012-07-04,18,1776705,427642
13095,2012-07-04,19,1776960,427819
13096,2012-07-04,20,1777274,428056
13097,2012-07-04,21,1777636,428278
13098,2012-07-04,22,1777963,428453
13099,2012-07-04,23,1778115,428484
13100,2012-07-05,0,1778186,428501
13101,2012-07-05,1,1778210,428507
13102,2012-07-05,2,1778224,428511
13103,2012-07-05,3,1778229,428513
13104,2012-07-05,4,1778236,428513
13105,2012-07-05,5,1778264,428514
13106,2012-07-05,6,1778394,428517
13107,2012-07-05,7,1778710,428544
13108,2012-07-05,8,1779224,428580
13109,2012-07-05,9,1779470,428627
13110,2012-07-05,10,1779587,428696
13111,2012-07-05,11,1779724,428803
13112,2012-07-05,12,1779912,428891
13113,2012-07-05,13,1780093,429020
13114,2012-07-05,14,1780247,429107
13115,2012-07-05,15,1780430,429178
13116,2012-07-05,16,1780754,429287
13117,2012-07-05,17,1781329,429401
13118,2012-07-05,18,1781840,429497
13119,2012-07-05,19,1782215,429625
13120,2012-07-05,20,1782458,429703
13121,2012-07-05,21,1782690,429794
13122,2012-07-05,22,1782852,429857
13123,2012-07-05,23,1782951,429889
13124,2012-07-06,0,1783014,429928
13125,2012-07-06,1,1783036,429935
13126,2012-07-06,2,1783049,429939
13127,2012-07-06,3,1783055,429940
13128,2012-07-06,4,1783059,429942
13129,2012-07-06,5,1783090,429946
13130,2012-07-06,6,1783217,429950
13131,2012-07-06,7,1783550,429970
13132,2012-07-06,8,1784107,429998
13133,2012-07-06,9,1784356,430053
13134,2012-07-06,10,1784486,430133
13135,2012-07-06,11,1784627,430225
13136,2012-07-06,12,1784847,430336
13137,2012-07-06,13,1785041,430435
13138,2012-07-06,14,1785225,430526
13139,2012-07-06,15,1785431,430605
13140,2012-07-06,16,1785731,430674
13141,2012-07-06,17,1786217,430764
13142,2012-07-06,18,1786671,430870
13143,2012-07-06,19,1786977,430982
13144,2012-07-06,20,1787222,431073
13145,2012-07-06,21,1787445,431150
13146,2012-07-06,22,1787655,431228
13147,2012-07-06,23,1787792,431255
13148,2012-07-07,0,1787907,431290
13149,2012-07-07,1,1787962,431306
13150,2012-07-07,2,1788009,431317
13151,2012-07-07,3,1788028,431329
13152,2012-07-07,4,1788041,431332
13153,2012-07-07,5,1788053,431334
13154,2012-07-07,6,1788080,431338
13155,2012-07-07,7,1788143,431346
13156,2012-07-07,8,1788263,431378
13157,2012-07-07,9,1788450,431447
13158,2012-07-07,10,1788675,431547
13159,2012-07-07,11,1788920,431669
13160,2012-07-07,12,1789138,431793
13161,2012-07-07,13,1789382,431909
13162,2012-07-07,14,1789585,432014
13163,2012-07-07,15,1789778,432127
13164,2012-07-07,16,1789970,432229
13165,2012-07-07,17,1790146,432332
13166,2012-07-07,18,1790340,432415
13167,2012-07-07,19,1790559,432483
13168,2012-07-07,20,1790756,432562
13169,2012-07-07,21,1790906,432613
13170,2012-07-07,22,1791070,432669
13171,2012-07-07,23,1791184,432703
13172,2012-07-08,0,1791309,432725
13173,2012-07-08,1,1791408,432750
13174,2012-07-08,2,1791467,432761
13175,2012-07-08,3,1791501,432762
13176,2012-07-08,4,1791512,432764
13177,2012-07-08,5,1791517,432765
13178,2012-07-08,6,1791533,432770
13179,2012-07-08,7,1791566,432789
13180,2012-07-08,8,1791661,432824
13181,2012-07-08,9,1791833,432894
13182,2012-07-08,10,1792067,432979
13183,2012-07-08,11,1792336,433099
13184,2012-07-08,12,1792607,433204
13185,2012-07-08,13,1792826,433322
13186,2012-07-08,14,1793061,433399
13187,2012-07-08,15,1793279,433479
13188,2012-07-08,16,1793505,433544
13189,2012-07-08,17,1793707,433612
13190,2012-07-08,18,1793906,433666
13191,2012-07-08,19,1794090,433732
13192,2012-07-08,20,1794296,433811
13193,2012-07-08,21,1794445,433869
13194,2012-07-08,22,1794555,433881
13195,2012-07-08,23,1794653,433906
13196,2012-07-09,0,1794686,433912
13197,2012-07-09,1,1794699,433917
13198,2012-07-09,2,1794703,433918
13199,2012-07-09,3,1794708,433918
13200,2012-07-09,4,1794709,433919
13201,2012-07-09,5,1794736,433920
13202,2012-07-09,6,1794822,433926
13203,2012-07-09,7,1795045,433933
13204,2012-07-09,8,1795474,433959
13205,2012-07-09,9,1795799,433997
13206,2012-07-09,10,1795916,434055
13207,2012-07-09,11,1796060,434127
13208,2012-07-09,12,1796265,434188
13209,2012-07-09,13,1796453,434255
13210,2012-07-09,14,1796637,434313
13211,2012-07-09,15,1796851,434379
13212,2012-07-09,16,1797176,434467
13213,2012-07-09,17,1797917,434575
13214,2012-07-09,18,1798707,434657
13215,2012-07-09,19,1799250,434745
13216,2012-07-09,20,1799628,434814
13217,2012-07-09,21,1799926,434847
13218,2012-07-09,22,1800115,434882
13219,2012-07-09,23,1800224,434904
13220,2012-07-10,0,1800277,434920
13221,2012-07-10,1,1800292,434920
13222,2012-07-10,2,1800307,434921
13223,2012-07-10,3,1800310,434921
13224,2012-07-10,4,1800314,434921
13225,2012-07-10,5,1800353,434924
13226,2012-07-10,6,1800536,434928
13227,2012-07-10,7,1801025,434959
13228,2012-07-10,8,1801640,434993
13229,2012-07-10,9,1801924,435040
13230,2012-07-10,10,1802058,435096
13231,2012-07-10,11,1802215,435188
13232,2012-07-10,12,1802418,435257
13233,2012-07-10,13,1802621,435334
13234,2012-07-10,14,1802792,435405
13235,2012-07-10,15,1802980,435482
13236,2012-07-10,16,1803326,435571
13237,2012-07-10,17,1804095,435674
13238,2012-07-10,18,1804844,435744
13239,2012-07-10,19,1805203,435799
13240,2012-07-10,20,1805278,435808
13241,2012-07-10,21,1805361,435815
13242,2012-07-10,22,1805486,435829
13243,2012-07-10,23,1805560,435858
13244,2012-07-11,0,1805598,435864
13245,2012-07-11,1,1805609,435867
13246,2012-07-11,2,1805614,435867
13247,2012-07-11,3,1805619,435867
13248,2012-07-11,4,1805625,435868
13249,2012-07-11,5,1805661,435873
13250,2012-07-11,6,1805829,435890
13251,2012-07-11,7,1806300,435916
13252,2012-07-11,8,1806944,435946
13253,2012-07-11,9,1807242,435976
13254,2012-07-11,10,1807390,436023
13255,2012-07-11,11,1807563,436079
13256,2012-07-11,12,1807786,436148
13257,2012-07-11,13,1807994,436213
13258,2012-07-11,14,1808169,436279
13259,2012-07-11,15,1808389,436335
13260,2012-07-11,16,1808747,436388
13261,2012-07-11,17,1809487,436478
13262,2012-07-11,18,1810222,436557
13263,2012-07-11,19,1810782,436630
13264,2012-07-11,20,1811192,436703
13265,2012-07-11,21,1811514,436772
13266,2012-07-11,22,1811717,436813
13267,2012-07-11,23,1811849,436833
13268,2012-07-12,0,1811904,436834
13269,2012-07-12,1,1811925,436834
13270,2012-07-12,2,1811934,436834
13271,2012-07-12,3,1811944,436834
13272,2012-07-12,4,1811949,436834
13273,2012-07-12,5,1811989,436838
13274,2012-07-12,6,1812160,436845
13275,2012-07-12,7,1812640,436877
13276,2012-07-12,8,1813293,436926
13277,2012-07-12,9,1813578,436968
13278,2012-07-12,10,1813723,437037
13279,2012-07-12,11,1813889,437086
13280,2012-07-12,12,1814110,437157
13281,2012-07-12,13,1814335,437209
13282,2012-07-12,14,1814502,437251
13283,2012-07-12,15,1814710,437314
13284,2012-07-12,16,1815080,437383
13285,2012-07-12,17,1815784,437474
13286,2012-07-12,18,1816523,437560
13287,2012-07-12,19,1817055,437657
13288,2012-07-12,20,1817494,437732
13289,2012-07-12,21,1817823,437776
13290,2012-07-12,22,1818085,437832
13291,2012-07-12,23,1818263,437865
13292,2012-07-13,0,1818339,437884
13293,2012-07-13,1,1818381,437901
13294,2012-07-13,2,1818396,437903
13295,2012-07-13,3,1818403,437905
13296,2012-07-13,4,1818414,437905
13297,2012-07-13,5,1818444,437909
13298,2012-07-13,6,1818564,437916
13299,2012-07-13,7,1818917,437943
13300,2012-07-13,8,1819577,437996
13301,2012-07-13,9,1819921,438066
