,weathersit,temp,atemp,hum,windspeed
13164,1,0.96,0.8485,0.26,0.1343
13165,1,0.94,0.8333,0.29,0.0896
13166,1,0.92,0.8333,0.33,0.1343
13167,1,0.9,0.8182,0.37,0.1642
13168,1,0.88,0.7879,0.37,0.194
13169,1,0.84,0.8333,0.59,0.194
13170,1,0.84,0.8182,0.56,0.1642
13171,1,0.82,0.7879,0.56,0.1343
13172,1,0.82,0.7879,0.56,0.1045
13173,1,0.82,0.7727,0.52,0.1045
13174,1,0.8,0.7727,0.59,0.1045
13175,1,0.78,0.7576,0.66,0.1045
13176,1,0.78,0.7424,0.62,0.0
13177,1,0.78,0.7727,0.7,0.1343
13178,1,0.8,0.803,0.66,0.0
13179,1,0.84,0.803,0.53,0.1343
13180,1,0.86,0.8182,0.5,0.1045
13181,1,0.9,0.8636,0.45,0.0
13182,1,0.92,0.8939,0.42,0.2985
13183,1,0.92,0.8939,0.42,0.194
13184,1,0.94,0.8788,0.38,0.2537
13185,1,0.96,0.9091,0.36,0.1642
13186,3,0.92,0.8939,0.42,0.2836
13187,2,0.8,0.803,0.66,0.2239
13188,1,0.78,0.7424,0.59,0.0
13189,1,0.78,0.7424,0.62,0.1045
13190,1,0.78,0.7424,0.62,0.1642
13191,1,0.76,0.7273,0.7,0.0896
13192,1,0.76,0.7273,0.7,0.1343
13193,3,0.74,0.697,0.7,0.0896
13194,3,0.68,0.6364,0.83,0.0896
13195,2,0.68,0.6364,0.89,0.0896
13196,3,0.7,0.6667,0.89,0.1045
13197,3,0.7,0.6667,0.89,0.194
13198,3,0.7,0.6667,0.89,0.194
13199,3,0.66,0.5909,0.89,0.3881
13200,2,0.66,0.6061,0.83,0.2239
13201,3,0.64,0.5758,0.89,0.2537
13202,3,0.66,0.6061,0.83,0.2239
13203,2,0.66,0.6061,0.83,0.1642
13204,2,0.66,0.6061,0.83,0.1642
13205,2,0.66,0.6061,0.83,0.194
13206,2,0.72,0.6818,0.62,0.1343
13207,2,0.74,0.6818,0.58,0.1343
13208,2,0.76,0.697,0.55,0.2537
13209,2,0.74,0.6818,0.55,0.2537
13210,2,0.76,0.6818,0.45,0.2239
13211,1,0.78,0.697,0.4,0.2836
13212,1,0.78,0.697,0.4,0.1642
13213,1,0.76,0.6818,0.48,0.1343
13214,1,0.74,0.6818,0.55,0.1642
13215,2,0.74,0.6818,0.55,0.1045
13216,2,0.74,0.6818,0.55,0.0896
13217,2,0.72,0.6667,0.58,0.1045
13218,2,0.7,0.6515,0.65,0.1045
13219,1,0.7,0.6515,0.7,0.0896
13220,1,0.7,0.6667,0.74,0.1343
13221,1,0.7,0.6667,0.74,0.1343
13222,1,0.68,0.6364,0.79,0.0
13223,1,0.68,0.6364,0.79,0.1343
13224,1,0.66,0.6061,0.83,0.1343
13225,2,0.68,0.6364,0.79,0.1045
13226,2,0.7,0.6667,0.74,0.1045
13227,1,0.72,0.697,0.74,0.1343
13228,1,0.74,0.697,0.66,0.1343
13229,1,0.76,0.7121,0.62,0.194
13230,1,0.8,0.7273,0.46,0.194
13231,1,0.8,0.7121,0.41,0.1343
13232,1,0.82,0.7273,0.38,0.194
13233,1,0.82,0.7273,0.38,0.1642
13234,1,0.8,0.7121,0.41,0.2239
13235,1,0.8,0.7273,0.43,0.2239
13236,1,0.78,0.7121,0.49,0.194
13237,3,0.7,0.6667,0.74,0.2239
13238,3,0.7,0.6667,0.74,0.2239
13239,3,0.64,0.5758,0.83,0.2239
13240,3,0.64,0.5758,0.89,0.1045
13241,2,0.64,0.5758,0.83,0.1343
13242,2,0.64,0.5758,0.89,0.1045
13243,2,0.66,0.6061,0.83,0.1343
13244,1,0.64,0.5758,0.89,0.0
13245,1,0.64,0.5758,0.89,0.0
13246,1,0.64,0.5758,0.89,0.1343
13247,1,0.64,0.5758,0.89,0.1343
13248,1,0.64,0.5758,0.89,0.0
13249,1,0.64,0.5758,0.89,0.1343
13250,2,0.66,0.6061,0.83,0.1045
13251,2,0.68,0.6364,0.79,0.1642
13252,2,0.7,0.6667,0.74,0.1343
13253,2,0.72,0.6818,0.62,0.1343
13254,2,0.76,0.7121,0.58,0.1343
13255,2,0.78,0.697,0.43,0.0
13256,2,0.8,0.7121,0.42,0.1642
13257,1,0.8,0.7121,0.41,0.2239
13258,1,0.8,0.7121,0.41,0.2537
13259,1,0.8,0.7121,0.38,0.194
13260,1,0.8,0.697,0.31,0.2239
13261,1,0.78,0.6818,0.38,0.2537
13262,1,0.74,0.6667,0.48,0.2239
13263,1,0.74,0.6667,0.51,0.1642
13264,1,0.72,0.6667,0.58,0.2239
13265,1,0.72,0.6667,0.58,0.2537
13266,2,0.7,0.6515,0.58,0.2537
13267,2,0.68,0.6364,0.61,0.0
13268,2,0.66,0.6212,0.61,0.0
13269,2,0.66,0.6212,0.65,0.0896
13270,1,0.64,0.6061,0.69,0.1045
13271,1,0.64,0.6061,0.73,0.1045
13272,1,0.62,0.5909,0.73,0.1045
13273,1,0.64,0.6061,0.73,0.0896
13274,1,0.64,0.6061,0.73,0.1343
13275,1,0.68,0.6364,0.65,0.1343
13276,1,0.72,0.6667,0.58,0.1045
13277,1,0.74,0.6667,0.48,0.1642
13278,1,0.76,0.6818,0.45,0.1045
13279,1,0.78,0.6818,0.35,0.1343
13280,1,0.8,0.697,0.33,0.2239
13281,1,0.78,0.6818,0.33,0.2239
13282,1,0.8,0.7121,0.36,0.194
13283,1,0.8,0.7121,0.36,0.194
13284,1,0.76,0.6818,0.43,0.2239
13285,1,0.76,0.6818,0.45,0.1343
13286,1,0.74,0.6667,0.48,0.2239
13287,1,0.74,0.6667,0.48,0.2239
13288,1,0.72,0.6667,0.48,0.2239
13289,1,0.72,0.6667,0.51,0.1642
13290,2,0.7,0.6515,0.51,0.2239
13291,2,0.7,0.6515,0.54,0.1642
13292,2,0.68,0.6364,0.54,0.1045
13293,2,0.66,0.6212,0.61,0.0896
13294,2,0.68,0.6364,0.61,0.0
13295,2,0.66,0.6212,0.61,0.0
13296,2,0.66,0.6364,0.56,0.0896
13297,2,0.7,0.6515,0.54,0.0
13298,2,0.7,0.6515,0.54,0.0
13299,2,0.7,0.6515,0.54,0.0
13300,2,0.72,0.6667,0.51,0.0
13301,2,0.74,0.6667,0.48,0.0
13302,2,0.76,0.6818,0.45,0.1343
13303,2,0.76,0.6818,0.4,0.1045
13304,2,0.8,0.7121,0.38,0.1343
13305,2,0.8,0.7121,0.38,0.0
13306,2,0.8,0.7121,0.36,0.1045
13307,2,0.8,0.7121,0.36,0.2239
13308,2,0.8,0.7121,0.36,0.1642
13309,1,0.78,0.697,0.46,0.194
13310,1,0.74,0.6667,0.51,0.1642
13311,1,0.74,0.6667,0.48,0.1343
13312,1,0.72,0.6667,0.54,0.0
13313,1,0.74,0.6667,0.45,0.0
13314,2,0.72,0.6515,0.45,0.1343
13315,2,0.72,0.6667,0.48,0.0896
13316,2,0.7,0.6515,0.51,0.1045
13317,2,0.7,0.6515,0.54,0.1045
13318,2,0.7,0.6515,0.54,0.1045
13319,3,0.66,0.6212,0.61,0.1045
13320,2,0.64,0.6061,0.73,0.1045
13321,2,0.64,0.5909,0.78,0.0896
13322,1,0.64,0.5909,0.78,0.2836
13323,1,0.62,0.5909,0.78,0.2836
13324,1,0.66,0.6212,0.74,0.194
13325,2,0.72,0.6818,0.7,0.0896
13326,2,0.72,0.6818,0.7,0.1045
13327,2,0.74,0.697,0.66,0.0896
13328,2,0.76,0.7121,0.62,0.0896
13329,1,0.8,0.7576,0.55,0.1045
13330,1,0.8,0.7576,0.55,0.1642
13331,2,0.72,0.697,0.79,0.3582
13332,3,0.7,0.6667,0.79,0.1642
13333,1,0.72,0.697,0.79,0.1343
13334,1,0.72,0.7121,0.84,0.0896
13335,1,0.72,0.7121,0.84,0.0896
13336,1,0.7,0.6667,0.84,0.2239
13337,1,0.7,0.6667,0.79,0.194
13338,2,0.68,0.6364,0.83,0.0896
13339,1,0.68,0.6364,0.89,0.1642
13340,2,0.68,0.6364,0.89,0.1343
13341,2,0.68,0.6364,0.89,0.1642
13342,2,0.68,0.6364,0.89,0.1642
13343,2,0.68,0.6364,0.89,0.1045
13344,1,0.68,0.6364,0.89,0.1343
13345,1,0.68,0.6364,0.83,0.1343
13346,1,0.7,0.6667,0.79,0.0896
13347,2,0.7,0.6667,0.84,0.1343
13348,2,0.72,0.697,0.79,0.0
13349,1,0.76,0.7273,0.66,0.1343
13350,1,0.82,0.7727,0.52,0.1642
13351,1,0.84,0.7727,0.47,0.1045
13352,1,0.86,0.7879,0.41,0.1045
13353,1,0.9,0.8182,0.37,0.2537
13354,1,0.86,0.803,0.47,0.1343
13355,1,0.86,0.7879,0.41,0.2239
13356,1,0.8,0.7727,0.59,0.4925
13357,3,0.72,0.697,0.79,0.3582
13358,1,0.72,0.7121,0.84,0.2239
13359,1,0.72,0.697,0.79,0.2537
13360,1,0.72,0.697,0.79,0.0896
13361,1,0.72,0.697,0.74,0.1045
13362,1,0.72,0.697,0.79,0.1343
13363,3,0.72,0.697,0.79,0.1045
13364,2,0.7,0.6667,0.74,0.194
13365,1,0.7,0.6667,0.74,0.1045
13366,1,0.68,0.6364,0.79,0.0896
13367,1,0.68,0.6364,0.79,0.1045
13368,1,0.66,0.6061,0.78,0.1045
13369,1,0.68,0.6364,0.79,0.1343
13370,1,0.72,0.6818,0.7,0.0896
13371,1,0.74,0.697,0.66,0.1045
13372,1,0.76,0.7121,0.62,0.1642
13373,1,0.8,0.7727,0.59,0.0
13374,1,0.84,0.803,0.53,0.2239
13375,1,0.84,0.7879,0.49,0.1343
13376,1,0.84,0.7879,0.49,0.2836
13377,1,0.88,0.8182,0.42,0.1045
13378,1,0.86,0.803,0.47,0.2537
13379,3,0.76,0.7273,0.66,0.5821
13380,3,0.76,0.7273,0.66,0.5821
13381,1,0.84,0.803,0.53,0.0
13382,1,0.8,0.7879,0.63,0.1343
13383,1,0.8,0.7727,0.59,0.1343
13384,1,0.76,0.7273,0.66,0.1343
13385,1,0.76,0.7121,0.62,0.0896
13386,1,0.74,0.7121,0.74,0.0896
13387,1,0.72,0.7121,0.84,0.1045
13388,1,0.74,0.697,0.7,0.0
13389,1,0.72,0.6818,0.7,0.0896
13390,1,0.72,0.6818,0.66,0.0
13391,1,0.72,0.6818,0.62,0.0
13392,1,0.68,0.6364,0.74,0.0896
13393,1,0.72,0.6818,0.66,0.1045
13394,2,0.74,0.697,0.7,0.0
13395,2,0.8,0.7576,0.55,0.0
13396,2,0.82,0.7727,0.49,0.2239
13397,2,0.84,0.7879,0.49,0.194
13398,2,0.86,0.803,0.47,0.0
13399,2,0.9,0.8182,0.35,0.0
13400,1,0.92,0.8182,0.31,0.194
13401,1,0.94,0.8333,0.29,0.2537
13402,1,0.92,0.8182,0.31,0.1642
13403,1,0.92,0.8182,0.29,0.1642
13404,1,0.92,0.8182,0.29,0.0
13405,1,0.9,0.803,0.33,0.194
13406,1,0.88,0.7879,0.35,0.2537
13407,1,0.86,0.7576,0.34,0.1642
13408,1,0.82,0.7727,0.52,0.1343
13409,1,0.8,0.7576,0.55,0.2239
13410,1,0.78,0.7424,0.59,0.194
13411,1,0.76,0.7273,0.66,0.1642
13412,1,0.76,0.7273,0.66,0.1045
13413,1,0.74,0.697,0.66,0.1343
13414,1,0.74,0.697,0.66,0.1343
13415,1,0.72,0.6818,0.7,0.1343
13416,1,0.72,0.6818,0.7,0.1642
13417,1,0.72,0.6818,0.7,0.1642
13418,1,0.74,0.697,0.66,0.1642
13419,1,0.78,0.7424,0.62,0.1045
13420,1,0.82,0.7879,0.56,0.0
13421,1,0.9,0.8485,0.42,0.194
13422,1,0.9,0.8485,0.42,0.0
13423,1,0.92,0.8636,0.37,0.1343
13424,1,0.94,0.8485,0.33,0.0
13425,1,0.94,0.8788,0.38,0.3284
13426,3,0.92,0.8485,0.35,0.3582
13427,1,0.74,0.697,0.66,0.2537
13428,1,0.74,0.697,0.7,0.2537
13429,2,0.76,0.7121,0.62,0.1343
13430,2,0.76,0.7121,0.62,0.1045
13431,1,0.74,0.6818,0.62,0.0896
13432,1,0.76,0.7121,0.62,0.0
13433,1,0.76,0.7121,0.58,0.0896
13434,1,0.76,0.7121,0.58,0.0896
13435,1,0.74,0.697,0.66,0.0896
13436,1,0.74,0.697,0.66,0.0896
13437,1,0.72,0.6818,0.7,0.194
13438,1,0.72,0.6818,0.7,0.1045
13439,1,0.72,0.6818,0.7,0.1045
13440,2,0.72,0.6818,0.7,0.1045
13441,1,0.72,0.6818,0.66,0.1343
13442,1,0.74,0.6818,0.58,0.2836
13443,1,0.76,0.7121,0.58,0.2537
13444,2,0.76,0.7121,0.58,0.2836
13445,1,0.76,0.7121,0.58,0.194
13446,1,0.8,0.7576,0.55,0.1045
13447,1,0.84,0.7879,0.49,0.2836
13448,1,0.84,0.7727,0.47,0.1343
13449,1,0.86,0.7879,0.44,0.0896
13450,1,0.84,0.7727,0.47,0.0896
13451,1,0.84,0.7727,0.47,0.0896
13452,1,0.86,0.7879,0.41,0.0
13453,1,0.86,0.7879,0.41,0.194
13454,1,0.84,0.7576,0.44,0.2537
13455,1,0.82,0.7727,0.49,0.1642
13456,3,0.66,0.5909,0.89,0.2537
13457,3,0.66,0.5909,0.89,0.2537
13458,3,0.66,0.5909,0.89,0.2239
13459,3,0.66,0.5909,0.89,0.0896
13460,1,0.66,0.5909,0.89,0.1343
13461,2,0.66,0.5909,0.89,0.0896
13462,2,0.66,0.5909,0.89,0.1045
13463,2,0.66,0.5909,0.89,0.1642
13464,2,0.66,0.5909,0.89,0.1343
13465,2,0.66,0.5909,0.89,0.1642
13466,2,0.66,0.5909,0.89,0.194
13467,2,0.68,0.6364,0.83,0.1642
13468,2,0.7,0.6667,0.79,0.1343
13469,2,0.7,0.6667,0.79,0.1642
13470,3,0.72,0.697,0.74,0.194
13471,3,0.68,0.6364,0.83,0.1642
13472,3,0.68,0.6364,0.83,0.1045
13473,3,0.7,0.6667,0.84,0.1642
13474,2,0.7,0.6667,0.84,0.2985
13475,2,0.68,0.6364,0.83,0.3284
13476,2,0.66,0.5909,0.89,0.4179
13477,2,0.66,0.6061,0.78,0.3284
13478,2,0.64,0.5758,0.83,0.2836
13479,3,0.64,0.5758,0.83,0.3881
13480,3,0.62,0.5758,0.83,0.3284
13481,2,0.62,0.5758,0.83,0.194
13482,2,0.62,0.5758,0.83,0.2836
13483,3,0.62,0.5758,0.83,0.2836
13484,2,0.62,0.5758,0.83,0.2537
13485,3,0.6,0.5455,0.88,0.2836
13486,3,0.6,0.5455,0.88,0.2537
13487,3,0.58,0.5455,0.88,0.2836
13488,3,0.58,0.5455,0.88,0.2537
13489,3,0.58,0.5455,0.88,0.2537
13490,2,0.58,0.5455,0.88,0.2537
13491,2,0.58,0.5455,0.83,0.2537
13492,2,0.58,0.5455,0.83,0.194
13493,3,0.58,0.5455,0.88,0.2537
13494,2,0.6,0.5606,0.83,0.2537
13495,3,0.6,0.5606,0.83,0.2239
13496,3,0.6,0.5606,0.83,0.1642
13497,2,0.6,0.5455,0.88,0.2537
13498,3,0.6,0.5455,0.88,0.2537
13499,3,0.6,0.5455,0.88,0.194
13500,3,0.6,0.5455,0.88,0.1642
13501,2,0.6,0.5455,0.88,0.194
13502,2,0.6,0.5455,0.88,0.1642
13503,3,0.6,0.5455,0.88,0.1642
13504,2,0.6,0.5455,0.88,0.1642
13505,2,0.6,0.5455,0.88,0.1045
13506,2,0.6,0.5455,0.88,0.0
13507,2,0.6,0.5455,0.88,0.1045
13508,2,0.6,0.5455,0.88,0.1642
13509,2,0.6,0.5455,0.88,0.1045
13510,2,0.6,0.5455,0.88,0.1045
13511,1,0.6,0.5455,0.88,0.0
13512,1,0.6,0.5455,0.88,0.0
13513,2,0.62,0.5758,0.83,0.0896
13514,2,0.62,0.5758,0.83,0.0
13515,2,0.64,0.5909,0.78,0.0
13516,2,0.66,0.6212,0.69,0.0
13517,2,0.66,0.6212,0.74,0.0
13518,2,0.66,0.6212,0.74,0.0
13519,2,0.7,0.6515,0.7,0.1045
13520,2,0.7,0.6515,0.65,0.0896
13521,1,0.72,0.6818,0.66,0.1045
13522,1,0.72,0.6818,0.66,0.1045
13523,1,0.74,0.697,0.66,0.1045
13524,1,0.74,0.697,0.66,0.2239
13525,1,0.74,0.697,0.66,0.1642
13526,1,0.72,0.6818,0.7,0.1642
13527,1,0.7,0.6667,0.74,0.1642
13528,1,0.7,0.6667,0.79,0.1045
13529,1,0.7,0.6667,0.74,0.194
13530,1,0.68,0.6364,0.79,0.1642
13531,1,0.66,0.5909,0.89,0.0896
13532,1,0.66,0.5909,0.89,0.194
13533,2,0.66,0.5909,0.94,0.0896
13534,2,0.66,0.5909,0.94,0.0896
13535,2,0.66,0.5909,0.94,0.1343
13536,2,0.66,0.5909,0.94,0.1343
13537,2,0.68,0.6364,0.89,0.0896
13538,1,0.7,0.6667,0.84,0.1343
13539,1,0.72,0.697,0.79,0.1045
13540,2,0.74,0.7121,0.74,0.1343
13541,2,0.78,0.7424,0.62,0.0
13542,2,0.8,0.7424,0.52,0.1642
13543,2,0.8,0.7424,0.52,0.1642
13544,2,0.8,0.7424,0.52,0.1045
13545,2,0.78,0.7424,0.59,0.1642
13546,1,0.8,0.7576,0.55,0.194
13547,1,0.82,0.7727,0.52,0.1343
13548,1,0.82,0.7727,0.52,0.1343
13549,1,0.82,0.7576,0.46,0.1045
13550,1,0.8,0.7424,0.52,0.2537
13551,1,0.76,0.7121,0.62,0.1642
13552,1,0.76,0.7121,0.62,0.194
13553,1,0.74,0.6818,0.62,0.194
13554,1,0.72,0.6818,0.66,0.1642
13555,1,0.7,0.6667,0.74,0.1343
13556,1,0.68,0.6364,0.79,0.1642
13557,1,0.66,0.6061,0.83,0.1642
13558,1,0.66,0.6061,0.83,0.1642
13559,1,0.66,0.6061,0.83,0.0896
13560,1,0.66,0.6061,0.83,0.1045
13561,1,0.66,0.6061,0.83,0.1343
13562,1,0.7,0.6667,0.74,0.1642
13563,1,0.74,0.697,0.7,0.194
13564,1,0.84,0.803,0.53,0.0
13565,1,0.82,0.7879,0.56,0.2985
13566,2,0.84,0.803,0.53,0.3284
13567,2,0.82,0.7879,0.56,0.2239
13568,2,0.84,0.803,0.53,0.2985
13569,2,0.84,0.803,0.53,0.2239
13570,1,0.82,0.7727,0.49,0.2985
13571,1,0.8,0.7576,0.55,0.2985
13572,1,0.8,0.7424,0.52,0.3284
13573,1,0.76,0.7121,0.62,0.3284
13574,1,0.76,0.7121,0.62,0.1642
13575,1,0.74,0.697,0.66,0.1642
13576,1,0.74,0.697,0.66,0.2239
13577,1,0.74,0.697,0.66,0.2537
13578,1,0.74,0.6818,0.58,0.3284
13579,1,0.72,0.6667,0.58,0.2985
13580,1,0.7,0.6515,0.58,0.194
13581,1,0.68,0.6364,0.61,0.2239
13582,1,0.66,0.6212,0.65,0.2239
13583,1,0.64,0.6061,0.65,0.2239
13584,1,0.64,0.6061,0.65,0.1642
13585,1,0.64,0.6061,0.65,0.194
13586,1,0.66,0.6212,0.5,0.3284
13587,1,0.7,0.6364,0.42,0.2537
13588,1,0.72,0.6515,0.37,0.2985
13589,1,0.74,0.6515,0.37,0.0
13590,1,0.76,0.6667,0.33,0.0
13591,1,0.76,0.6667,0.33,0.0
13592,1,0.78,0.6818,0.31,0.1642
13593,1,0.8,0.697,0.29,0.1343
13594,1,0.78,0.6818,0.31,0.0896
13595,1,0.8,0.697,0.29,0.1642
13596,1,0.8,0.697,0.31,0.0
13597,1,0.8,0.697,0.27,0.1343
13598,1,0.76,0.6667,0.33,0.1343
13599,1,0.74,0.6515,0.4,0.1642
13600,1,0.72,0.6515,0.45,0.1343
13601,1,0.7,0.6515,0.58,0.1343
13602,1,0.68,0.6364,0.57,0.2985
13603,1,0.66,0.6212,0.65,0.194
13604,1,0.66,0.6212,0.65,0.2239
13605,1,0.66,0.6212,0.69,0.2537
13606,1,0.66,0.6212,0.69,0.2239
13607,1,0.66,0.6212,0.74,0.194
13608,1,0.66,0.6212,0.74,0.194
13609,1,0.66,0.6061,0.78,0.2537
13610,1,0.7,0.6667,0.74,0.2537
13611,2,0.7,0.6667,0.74,0.2537
13612,2,0.72,0.6818,0.7,0.1343
13613,1,0.74,0.697,0.7,0.2239
13614,1,0.8,0.803,0.66,0.2239
13615,1,0.84,0.8182,0.56,0.2537
13616,1,0.86,0.8333,0.53,0.2985
13617,1,0.9,0.8788,0.47,0.2537
13618,1,0.92,0.8939,0.42,0.2985
13619,1,0.94,0.8788,0.38,0.3881
13620,1,0.9,0.8636,0.45,0.4179
13621,1,0.92,0.8788,0.4,0.3582
13622,1,0.9,0.8636,0.45,0.3284
13623,1,0.86,0.8182,0.5,0.2537
13624,1,0.8,0.7424,0.49,0.6119
13625,1,0.8,0.7424,0.49,0.6119
13626,1,0.72,0.6818,0.7,0.1343
13627,1,0.72,0.6818,0.7,0.0
13628,1,0.72,0.6818,0.7,0.1045
13629,1,0.7,0.6667,0.79,0.1343
13630,1,0.7,0.6667,0.74,0.1642
13631,1,0.7,0.6667,0.79,0.0
13632,1,0.7,0.6667,0.84,0.0
13633,1,0.7,0.6667,0.79,0.0
13634,1,0.72,0.6818,0.7,0.194
13635,1,0.76,0.7273,0.66,0.0896
13636,1,0.82,0.7727,0.49,0.2836
13637,1,0.84,0.7727,0.47,0.0
13638,1,0.84,0.7727,0.47,0.3284
13639,1,0.84,0.7879,0.49,0.3582
13640,1,0.84,0.7727,0.47,0.2836
13641,1,0.86,0.803,0.47,0.2985
13642,1,0.86,0.7879,0.41,0.2239
13643,1,0.84,0.7727,0.47,0.2239
13644,1,0.86,0.7879,0.41,0.2836
13645,1,0.82,0.7576,0.46,0.1642
13646,1,0.82,0.7727,0.52,0.194
13647,1,0.78,0.7424,0.59,0.1045
13648,1,0.78,0.7424,0.59,0.1045
13649,1,0.78,0.7424,0.59,0.1343
13650,1,0.76,0.7273,0.66,0.0
13651,1,0.74,0.6818,0.62,0.1343
13652,1,0.72,0.6818,0.7,0.0896
13653,1,0.72,0.6818,0.7,0.0
13654,1,0.72,0.6818,0.7,0.0
13655,1,0.7,0.6667,0.79,0.194
13656,1,0.68,0.6364,0.79,0.1642
13657,1,0.7,0.6515,0.7,0.1045
13658,1,0.72,0.6818,0.7,0.1343
13659,1,0.74,0.697,0.66,0.1642
13660,1,0.78,0.7424,0.59,0.1045
13661,1,0.82,0.7727,0.52,0.2239
13662,1,0.84,0.7424,0.39,0.2239
13663,1,0.84,0.7576,0.41,0.2239
13664,1,0.86,0.7879,0.41,0.2836
13665,1,0.86,0.7727,0.39,0.2537
13666,1,0.88,0.7727,0.32,0.2836
13667,1,0.86,0.7727,0.39,0.2239
13668,1,0.82,0.7576,0.46,0.194
13669,1,0.82,0.7424,0.43,0.2836
13670,1,0.68,0.6364,0.83,0.0
13671,1,0.66,0.6061,0.83,0.2239
13672,1,0.66,0.6061,0.78,0.0896
13673,1,0.66,0.6061,0.78,0.0896
13674,1,0.66,0.6061,0.83,0.0896
13675,1,0.66,0.5909,0.89,0.1343
13676,1,0.66,0.6061,0.83,0.1045
13677,1,0.66,0.6212,0.74,0.1343
13678,1,0.66,0.6212,0.69,0.2239
13679,1,0.64,0.6061,0.69,0.194
13680,1,0.62,0.5909,0.78,0.194
13681,1,0.64,0.6061,0.73,0.1642
13682,1,0.66,0.6212,0.69,0.2537
13683,1,0.7,0.6515,0.65,0.2239
13684,1,0.72,0.6818,0.62,0.2537
13685,1,0.74,0.6818,0.62,0.0
13686,1,0.76,0.697,0.55,0.2239
13687,1,0.76,0.697,0.55,0.3284
13688,1,0.8,0.7424,0.49,0.2239
13689,1,0.8,0.7273,0.46,0.194
13690,1,0.8,0.7273,0.43,0.1343
13691,1,0.8,0.7273,0.43,0.1343
13692,1,0.82,0.7424,0.41,0.1642
13693,1,0.8,0.7121,0.41,0.2985
13694,1,0.76,0.697,0.55,0.1642
13695,1,0.74,0.697,0.66,0.1045
13696,1,0.72,0.6818,0.7,0.1343
13697,1,0.7,0.6515,0.7,0.1045
13698,1,0.7,0.6515,0.7,0.0
13699,1,0.7,0.6667,0.74,0.0896
13700,1,0.7,0.6667,0.74,0.0
13701,1,0.68,0.6364,0.74,0.0
13702,1,0.66,0.6061,0.83,0.0
13703,1,0.66,0.6061,0.83,0.0
13704,1,0.66,0.6061,0.83,0.1045
13705,1,0.66,0.6061,0.83,0.1642
13706,1,0.7,0.6667,0.79,0.0896
13707,2,0.72,0.697,0.74,0.1045
13708,2,0.74,0.697,0.7,0.0
13709,2,0.74,0.697,0.66,0.2239
13710,2,0.78,0.7273,0.55,0.1343
13711,2,0.76,0.7121,0.58,0.1045
13712,1,0.8,0.7424,0.49,0.1642
13713,1,0.8,0.7424,0.49,0.2239
13714,1,0.8,0.7424,0.49,0.2537
13715,1,0.8,0.7424,0.49,0.2836
13716,1,0.76,0.697,0.55,0.3284
13717,1,0.76,0.7121,0.58,0.4179
13718,1,0.82,0.7727,0.52,0.1642
13719,1,0.72,0.6818,0.7,0.2239
13720,1,0.72,0.6818,0.7,0.194
13721,2,0.7,0.6667,0.74,0.2239
13722,1,0.7,0.6667,0.74,0.194
13723,1,0.68,0.6364,0.79,0.1343
13724,1,0.66,0.6061,0.83,0.1343
13725,1,0.66,0.6061,0.83,0.1343
13726,1,0.66,0.6061,0.83,0.0896
13727,1,0.66,0.6061,0.83,0.0896
13728,1,0.66,0.6061,0.83,0.1642
13729,1,0.64,0.5758,0.89,0.1642
13730,1,0.68,0.6364,0.83,0.2239
13731,1,0.7,0.6667,0.79,0.1343
13732,1,0.72,0.6818,0.7,0.1045
13733,1,0.72,0.6818,0.66,0.0
13734,1,0.76,0.7121,0.58,0.0
13735,1,0.8,0.7273,0.46,0.0
13736,1,0.8,0.7576,0.55,0.2836
13737,1,0.8,0.7576,0.55,0.2836
13738,1,0.76,0.7121,0.62,0.1343
13739,1,0.76,0.7121,0.58,0.2239
13740,1,0.78,0.7121,0.52,0.2239
13741,1,0.76,0.697,0.55,0.2836
13742,3,0.74,0.6818,0.62,0.3582
13743,3,0.7,0.6515,0.7,0.194
13744,1,0.68,0.6364,0.79,0.194
13745,1,0.68,0.6364,0.74,0.2537
13746,2,0.66,0.6061,0.83,0.1642
13747,1,0.68,0.6364,0.79,0.1642
13748,1,0.66,0.6061,0.83,0.0896
13749,1,0.64,0.5758,0.83,0.1045
13750,1,0.64,0.5758,0.83,0.1045
13751,2,0.64,0.5909,0.78,0.1343
13752,2,0.64,0.5909,0.78,0.1343
13753,1,0.64,0.5909,0.78,0.1343
13754,2,0.64,0.5758,0.83,0.1343
13755,2,0.66,0.6061,0.78,0.194
13756,2,0.68,0.6364,0.74,0.0896
13757,1,0.72,0.6818,0.66,0.0896
13758,1,0.76,0.7121,0.58,0.0896
13759,1,0.8,0.7424,0.49,0.1045
13760,1,0.8,0.7424,0.52,0.1642
13761,1,0.82,0.7576,0.46,0.1642
13762,1,0.82,0.7576,0.46,0.1642
13763,1,0.8,0.7576,0.55,0.2836
13764,1,0.8,0.7424,0.49,0.1642
13765,3,0.76,0.7121,0.62,0.2239
13766,1,0.74,0.697,0.66,0.2537
13767,1,0.74,0.697,0.66,0.1642
13768,1,0.72,0.6818,0.7,0.1343
13769,1,0.72,0.6818,0.7,0.1045
13770,1,0.7,0.6667,0.74,0.0
13771,1,0.7,0.6667,0.74,0.0
13772,1,0.68,0.6364,0.79,0.1045
13773,1,0.66,0.6061,0.83,0.0896
13774,1,0.66,0.6061,0.83,0.0
13775,1,0.66,0.6061,0.83,0.0
13776,1,0.66,0.5909,0.89,0.1343
13777,1,0.66,0.6061,0.83,0.0
13778,1,0.7,0.6667,0.79,0.0
13779,1,0.72,0.697,0.74,0.1045
