,hr,casual,registered,cnt
13303,12,125,254,379
13304,13,100,274,374
13305,14,120,249,369
13306,15,92,261,353
13307,16,111,381,492
13308,17,138,697,835
13309,18,108,523,631
13310,19,103,385,488
13311,20,95,294,389
13312,21,76,223,299
13313,22,59,204,263
13314,23,37,175,212
13315,0,35,156,191
13316,1,13,105,118
13317,2,10,91,101
13318,3,9,31,40
13319,4,3,6,9
13320,5,0,5,5
13321,6,6,29,35
13322,7,7,41,48
13323,8,33,118,151
13324,9,82,200,282
13325,10,123,278,401
13326,11,143,296,439
13327,12,181,318,499
13328,13,219,372,591
13329,14,269,363,632
13330,15,243,317,560
13331,16,226,340,566
13332,17,199,259,458
13333,18,108,243,351
13334,19,156,275,431
13335,20,101,255,356
13336,21,69,200,269
13337,22,65,160,225
13338,23,55,156,211
13339,0,40,147,187
13340,1,49,119,168
13341,2,29,86,115
13342,3,15,42,57
13343,4,8,11,19
13344,5,2,7,9
13345,6,6,9,15
13346,7,17,30,47
13347,8,37,96,133
13348,9,58,163,221
13349,10,141,241,382
13350,11,170,281,451
13351,12,153,336,489
13352,13,171,309,480
13353,14,162,314,476
13354,15,182,307,489
13355,16,152,343,495
13356,17,122,314,436
13357,18,84,228,312
13358,19,109,203,312
13359,20,95,199,294
13360,21,59,164,223
13361,22,34,96,130
13362,23,25,66,91
13363,0,11,32,43
13364,1,1,10,11
13365,2,4,11,15
13366,3,2,4,6
13367,4,1,11,12
13368,5,10,40,50
13369,6,8,132,140
13370,7,24,459,483
13371,8,48,619,667
13372,9,51,297,348
13373,10,69,117,186
13374,11,57,125,182
13375,12,79,158,237
13376,13,63,176,239
13377,14,53,159,212
13378,15,61,176,237
13379,16,77,309,386
13380,17,86,669,755
13381,18,97,697,794
13382,19,92,503,595
13383,20,66,388,454
13384,21,45,283,328
13385,22,56,228,284
13386,23,27,139,166
13387,0,10,43,53
13388,1,4,21,25
13389,2,1,6,7
13390,3,0,3,3
13391,4,0,7,7
13392,5,7,31,38
13393,6,16,197,213
13394,7,26,500,526
13395,8,43,618,661
13396,9,32,288,320
13397,10,37,122,159
13398,11,60,146,206
13399,12,80,174,254
13400,13,53,168,221
13401,14,54,160,214
13402,15,57,187,244
13403,16,64,317,381
13404,17,95,675,770
13405,18,60,712,772
13406,19,69,478,547
13407,20,52,375,427
13408,21,50,283,333
13409,22,29,215,244
13410,23,22,139,161
13411,0,8,45,53
13412,1,2,14,16
13413,2,3,5,8
13414,3,2,2,4
13415,4,0,6,6
13416,5,5,41,46
13417,6,10,152,162
13418,7,23,472,495
13419,8,55,624,679
13420,9,44,253,297
13421,10,39,99,138
13422,11,47,136,183
13423,12,36,166,202
13424,13,49,154,203
13425,14,54,116,170
13426,15,42,152,194
13427,16,34,190,224
13428,17,35,335,370
13429,18,63,580,643
13430,19,78,438,516
13431,20,56,310,366
13432,21,53,266,319
13433,22,42,246,288
13434,23,19,112,131
13435,0,16,50,66
13436,1,6,19,25
13437,2,0,7,7
13438,3,1,4,5
13439,4,0,8,8
13440,5,5,35,40
13441,6,8,144,152
13442,7,23,450,473
13443,8,32,625,657
13444,9,36,282,318
13445,10,41,157,198
13446,11,54,162,216
13447,12,59,215,274
13448,13,74,180,254
13449,14,46,151,197
13450,15,66,226,292
13451,16,70,288,358
13452,17,93,678,771
13453,18,93,684,777
13454,19,53,480,533
13455,20,65,440,505
13456,21,38,294,332
13457,22,6,62,68
13458,23,3,62,65
13459,0,2,32,34
13460,1,2,9,11
13461,2,5,14,19
13462,3,7,29,36
13463,4,3,6,9
13464,5,2,40,42
13465,6,3,123,126
13466,7,14,346,360
13467,8,39,652,691
13468,9,45,328,373
13469,10,51,182,233
13470,11,51,161,212
13471,12,41,233,274
13472,13,20,136,156
13473,14,53,176,229
13474,15,47,169,216
13475,16,70,366,436
13476,17,95,620,715
13477,18,73,549,622
13478,19,44,358,402
13479,20,35,216,251
13480,21,14,108,122
13481,22,13,122,135
13482,23,18,148,166
13483,0,11,92,103
13484,1,10,62,72
13485,2,5,55,60
13486,3,7,18,25
13487,4,11,5,16
13488,5,7,10,17
13489,6,3,12,15
13490,7,8,29,37
13491,8,18,94,112
13492,9,32,175,207
13493,10,49,219,268
13494,11,80,225,305
13495,12,156,301,457
13496,13,106,248,354
13497,14,121,222,343
13498,15,148,232,380
13499,16,130,196,326
13500,17,92,149,241
13501,18,51,126,177
13502,19,67,171,238
13503,20,51,163,214
13504,21,29,134,163
13505,22,40,140,180
13506,23,32,117,149
13507,0,17,96,113
13508,1,31,99,130
13509,2,32,90,122
13510,3,13,30,43
13511,4,6,10,16
13512,5,0,6,6
13513,6,5,14,19
13514,7,13,25,38
13515,8,31,122,153
13516,9,79,179,258
13517,10,114,265,379
13518,11,191,314,505
13519,12,178,326,504
13520,13,238,388,626
13521,14,256,360,616
13522,15,254,370,624
13523,16,245,383,628
13524,17,188,368,556
13525,18,173,342,515
13526,19,180,342,522
13527,20,124,254,378
13528,21,88,257,345
13529,22,55,136,191
13530,23,33,90,123
13531,0,11,36,47
13532,1,7,20,27
13533,2,3,14,17
13534,3,0,2,2
13535,4,0,8,8
13536,5,3,48,51
13537,6,9,148,157
13538,7,17,404,421
13539,8,47,691,738
13540,9,57,288,345
13541,10,63,137,200
13542,11,69,129,198
13543,12,109,205,314
13544,13,64,176,240
13545,14,82,189,271
13546,15,76,205,281
13547,16,111,346,457
13548,17,87,760,847
13549,18,69,672,741
13550,19,94,488,582
13551,20,56,347,403
13552,21,45,251,296
13553,22,40,169,209
13554,23,16,98,114
13555,0,12,52,64
13556,1,7,10,17
13557,2,6,10,16
13558,3,1,5,6
13559,4,0,6,6
13560,5,5,45,50
13561,6,17,173,190
13562,7,24,492,516
13563,8,49,694,743
13564,9,40,299,339
13565,10,62,156,218
13566,11,45,156,201
13567,12,60,169,229
13568,13,73,200,273
13569,14,48,196,244
13570,15,73,212,285
13571,16,86,369,455
13572,17,94,775,869
13573,18,110,767,877
13574,19,109,523,632
13575,20,85,438,523
13576,21,53,325,378
13577,22,43,226,269
13578,23,38,154,192
13579,0,9,57,66
13580,1,2,26,28
13581,2,1,11,12
13582,3,1,11,12
13583,4,0,4,4
13584,5,5,54,59
13585,6,11,179,190
13586,7,34,473,507
13587,8,43,745,788
13588,9,65,277,342
13589,10,68,163,231
13590,11,79,202,281
13591,12,77,233,310
13592,13,81,231,312
13593,14,88,159,247
13594,15,94,223,317
13595,16,91,393,484
13596,17,130,783,913
13597,18,104,787,891
13598,19,116,582,698
13599,20,106,461,567
13600,21,71,326,397
13601,22,55,223,278
13602,23,52,187,239
13603,0,27,65,92
13604,1,6,23,29
13605,2,5,16,21
13606,3,0,8,8
13607,4,0,4,4
13608,5,2,40,42
13609,6,16,165,181
13610,7,17,478,495
13611,8,49,680,729
13612,9,55,289,344
13613,10,79,143,222
13614,11,69,143,212
13615,12,73,206,279
13616,13,53,189,242
13617,14,62,151,213
13618,15,65,173,238
13619,16,62,312,374
13620,17,110,628,738
13621,18,73,615,688
13622,19,80,534,614
13623,20,47,399,446
13624,21,35,236,271
13625,22,33,201,234
13626,23,18,127,145
13627,0,14,83,97
13628,1,12,42,54
13629,2,8,18,26
13630,3,3,9,12
13631,4,3,5,8
13632,5,3,34,37
13633,6,10,129,139
13634,7,13,397,410
13635,8,34,642,676
13636,9,34,329,363
13637,10,85,146,231
13638,11,67,184,251
13639,12,92,207,299
13640,13,83,231,314
13641,14,105,221,326
13642,15,81,242,323
13643,16,80,419,499
13644,17,101,598,699
13645,18,100,522,622
13646,19,93,423,516
13647,20,85,269,354
13648,21,71,189,260
13649,22,48,151,199
13650,23,34,155,189
13651,0,21,170,191
13652,1,11,69,80
13653,2,14,76,90
13654,3,10,33,43
13655,4,1,10,11
13656,5,4,10,14
13657,6,10,40,50
13658,7,18,58,76
13659,8,36,127,163
13660,9,110,227,337
13661,10,129,266,395
13662,11,162,295,457
13663,12,157,330,487
13664,13,173,325,498
13665,14,186,308,494
13666,15,206,291,497
13667,16,208,279,487
13668,17,199,280,479
13669,18,151,330,481
13670,19,115,223,338
13671,20,79,154,233
13672,21,94,206,300
13673,22,88,188,276
13674,23,52,156,208
13675,0,59,129,188
13676,1,49,109,158
13677,2,33,79,112
13678,3,18,37,55
13679,4,2,11,13
13680,5,3,14,17
13681,6,6,12,18
13682,7,4,36,40
13683,8,37,90,127
13684,9,64,162,226
13685,10,123,258,381
13686,11,183,326,509
13687,12,154,357,511
13688,13,181,302,483
13689,14,231,291,522
13690,15,195,306,501
13691,16,191,330,521
13692,17,164,367,531
13693,18,117,302,419
13694,19,143,300,443
13695,20,75,228,303
13696,21,72,199,271
13697,22,31,117,148
13698,23,18,82,100
13699,0,12,46,58
13700,1,4,15,19
13701,2,2,6,8
13702,3,0,3,3
13703,4,0,5,5
13704,5,4,43,47
13705,6,6,155,161
13706,7,14,455,469
13707,8,31,720,751
13708,9,34,259,293
13709,10,54,135,189
13710,11,69,146,215
13711,12,77,201,278
13712,13,57,169,226
13713,14,87,167,254
13714,15,51,185,236
13715,16,88,337,425
13716,17,62,765,827
13717,18,77,735,812
13718,19,81,584,665
13719,20,78,384,462
13720,21,71,251,322
13721,22,47,183,230
13722,23,34,116,150
13723,0,11,27,38
13724,1,3,18,21
13725,2,0,8,8
13726,3,1,5,6
13727,4,0,6,6
13728,5,5,40,45
13729,6,2,192,194
13730,7,21,492,513
13731,8,30,730,760
13732,9,31,302,333
13733,10,73,154,227
13734,11,54,170,224
13735,12,50,198,248
13736,13,69,219,288
13737,14,72,188,260
13738,15,29,115,144
13739,16,66,336,402
13740,17,94,726,820
13741,18,99,758,857
13742,19,90,524,614
13743,20,55,397,452
13744,21,60,292,352
13745,22,33,224,257
13746,23,20,127,147
13747,0,3,44,47
13748,1,5,28,33
13749,2,0,13,13
13750,3,0,7,7
13751,4,1,3,4
13752,5,3,46,49
13753,6,6,179,185
13754,7,19,468,487
13755,8,32,649,681
13756,9,34,316,350
13757,10,61,175,236
13758,11,54,180,234
13759,12,75,209,284
13760,13,59,221,280
13761,14,88,175,263
13762,15,89,206,295
13763,16,93,386,479
13764,17,103,734,837
13765,18,105,786,891
13766,19,88,564,652
13767,20,65,448,513
13768,21,36,284,320
13769,22,37,251,288
13770,23,18,134,152
13771,0,8,55,63
13772,1,6,36,42
13773,2,3,8,11
13774,3,0,6,6
13775,4,0,9,9
13776,5,4,37,41
13777,6,6,177,183
13778,7,21,452,473
13779,8,21,718,739
13780,9,31,312,343
13781,10,51,130,181
13782,11,59,167,226
13783,12,56,230,286
13784,13,98,212,310
13785,14,54,171,225
13786,15,68,202,270
13787,16,71,335,406
13788,17,90,775,865
13789,18,86,681,767
13790,19,98,509,607
13791,20,51,376,427
13792,21,41,301,342
13793,22,35,227,262
13794,23,25,152,177
13795,0,15,56,71
13796,1,11,32,43
13797,2,0,14,14
13798,3,1,5,6
13799,4,1,11,12
13800,5,2,35,37
13801,6,5,158,163
13802,7,25,396,421
13803,8,32,636,668
13804,9,69,327,396
13805,10,82,167,249
13806,11,77,186,263
13807,12,95,243,338
13808,13,98,247,345
13809,14,102,229,331
13810,15,112,268,380
13811,16,112,380,492
13812,17,95,646,741
13813,18,98,573,671
13814,19,81,388,469
13815,20,89,300,389
13816,21,54,224,278
13817,22,46,156,202
13818,23,26,170,196
13819,0,24,137,161
13820,1,23,99,122
13821,2,20,64,84
13822,3,11,19,30
13823,4,2,11,13
13824,5,1,16,17
13825,6,12,37,49
13826,7,18,49,67
13827,8,49,132,181
13828,9,61,217,278
13829,10,108,288,396
13830,11,155,315,470
13831,12,222,325,547
13832,13,195,332,527
13833,14,183,289,472
13834,15,205,284,489
13835,16,197,253,450
13836,17,179,313,492
13837,18,169,321,490
13838,19,133,264,397
13839,20,117,195,312
13840,21,96,193,289
13841,22,104,165,269
13842,23,61,161,222
13843,0,32,121,153
13844,1,8,79,87
13845,2,5,68,73
13846,3,9,32,41
13847,4,3,11,14
13848,5,1,18,19
13849,6,7,12,19
13850,7,18,50,68
13851,8,27,81,108
13852,9,61,168,229
13853,10,111,253,364
13854,11,155,282,437
13855,12,161,330,491
13856,13,208,315,523
13857,14,161,365,526
13858,15,164,286,450
13859,16,143,278,421
13860,17,122,260,382
13861,18,75,154,229
13862,19,46,139,185
13863,20,53,140,193
13864,21,51,157,208
13865,22,57,100,157
13866,23,29,58,87
13867,0,9,24,33
13868,1,1,10,11
13869,2,0,5,5
13870,3,0,5,5
13871,4,3,8,11
13872,5,2,23,25
13873,6,4,137,141
13874,7,14,393,407
13875,8,27,578,605
13876,9,28,248,276
13877,10,54,159,213
13878,11,108,152,260
13879,12,72,213,285
13880,13,85,204,289
13881,14,99,188,287
13882,15,91,183,274
13883,16,88,363,451
13884,17,112,746,858
13885,18,100,743,843
13886,19,109,531,640
13887,20,89,368,457
13888,21,72,245,317
13889,22,50,157,207
13890,23,16,97,113
13891,0,15,32,47
13892,1,2,16,18
13893,2,6,7,13
13894,3,0,6,6
13895,4,2,7,9
13896,5,3,33,36
13897,6,3,176,179
13898,7,21,481,502
13899,8,41,664,705
13900,9,44,283,327
13901,10,89,161,250
13902,11,84,130,214
13903,12,86,197,283
13904,13,68,185,253
13905,14,76,185,261
13906,15,100,206,306
13907,16,101,344,445
13908,17,125,743,868
13909,18,103,711,814
13910,19,104,506,610
13911,20,74,374,448
13912,21,70,247,317
13913,22,43,181,224
13914,23,18,120,138
13915,0,12,46,58
13916,1,3,20,23
13917,2,1,5,6
13918,3,1,6,7
13919,4,1,6,7
13920,5,3,40,43
13921,6,4,169,173
13922,7,24,458,482
13923,8,48,689,737
13924,9,33,308,341
13925,10,63,151,214
13926,11,80,159,239
13927,12,63,217,280
13928,13,101,212,313
13929,14,63,173,236
13930,15,110,168,278
13931,16,113,328,441
13932,17,107,751,858
13933,18,117,745,862
13934,19,119,567,686
13935,20,76,424,500
13936,21,70,311,381
13937,22,35,198,233
13938,23,16,120,136
13939,0,16,51,67
13940,1,5,23,28
13941,2,2,12,14
13942,3,1,5,6
13943,4,0,10,10
13944,5,4,37,41
13945,6,5,162,167
13946,7,24,451,475
13947,8,28,670,698
13948,9,54,299,353
13949,10,72,133,205
13950,11,94,166,260
13951,12,85,192,277
13952,13,80,201,281
13953,14,86,161,247
13954,15,63,204,267
13955,16,97,320,417
13956,17,111,699,810
13957,18,78,733,811
13958,19,90,533,623
13959,20,91,387,478
13960,21,50,286,336
13961,22,41,218,259
13962,23,19,137,156
13963,0,17,68,85
13964,1,6,35,41
13965,2,6,14,20
13966,3,3,6,9
13967,4,0,7,7
13968,5,4,29,33
13969,6,3,41,44
13970,7,5,128,133
13971,8,7,112,119
13972,9,21,199,220
13973,10,27,166,193
13974,11,73,178,251
13975,12,75,240,315
13976,13,66,224,290
13977,14,71,236,307
13978,15,100,224,324
13979,16,96,371,467
13980,17,111,619,730
13981,18,88,552,640
13982,19,98,394,492
13983,20,55,315,370
13984,21,50,236,286
13985,22,50,168,218
13986,23,33,159,192
13987,0,38,142,180
13988,1,32,84,116
13989,2,19,66,85
13990,3,2,19,21
13991,4,3,7,10
13992,5,2,9,11
13993,6,5,18,23
13994,7,8,54,62
13995,8,30,132,162
13996,9,54,217,271
13997,10,125,282,407
13998,11,203,296,499
13999,12,214,332,546
14000,13,228,341,569
14001,14,248,290,538
14002,15,246,316,562
14003,16,227,304,531
14004,17,220,292,512
14005,18,107,193,300
14006,19,97,178,275
14007,20,31,129,160
14008,21,26,102,128
14009,22,40,128,168
14010,23,42,121,163
14011,0,24,96,120
14012,1,21,92,113
14013,2,19,67,86
14014,3,11,37,48
14015,4,2,8,10
14016,5,1,9,10
14017,6,2,14,16
14018,7,9,30,39
14019,8,35,84,119
14020,9,64,153,217
14021,10,88,240,328
14022,11,167,282,449
14023,12,163,342,505
14024,13,178,365,543
14025,14,213,366,579
14026,15,235,342,577
14027,16,213,300,513
14028,17,186,319,505
14029,18,164,327,491
14030,19,148,317,465
14031,20,96,204,300
14032,21,78,142,220
14033,22,40,141,181
14034,23,25,85,110
14035,0,14,33,47
14036,1,3,11,14
14037,2,1,8,9
14038,3,1,5,6
14039,4,0,11,11
14040,5,3,33,36
14041,6,4,155,159
14042,7,11,425,436
14043,8,25,648,673
14044,9,40,265,305
14045,10,88,111,199
14046,11,94,151,245
14047,12,96,180,276
14048,13,79,175,254
14049,14,85,163,248
14050,15,80,194,274
14051,16,116,348,464
14052,17,102,716,818
14053,18,103,709,812
14054,19,88,467,555
14055,20,58,374,432
14056,21,44,246,290
14057,22,44,148,192
14058,23,28,100,128
14059,0,12,48,60
14060,1,8,19,27
14061,2,2,9,11
14062,3,0,3,3
14063,4,0,5,5
14064,5,1,35,36
14065,6,1,63,64
14066,7,1,178,179
14067,8,27,591,618
14068,9,48,354,402
14069,10,53,155,208
14070,11,69,127,196
14071,12,93,207,300
14072,13,83,203,286
14073,14,80,175,255
14074,15,84,199,283
14075,16,95,363,458
14076,17,78,734,812
14077,18,97,757,854
14078,19,94,533,627
14079,20,65,371,436
14080,21,56,252,308
14081,22,28,161,189
14082,23,53,114,167
14083,0,8,52,60
14084,1,6,31,37
14085,2,1,7,8
14086,3,1,10,11
14087,4,0,4,4
14088,5,4,35,39
14089,6,12,160,172
14090,7,25,467,492
14091,8,40,642,682
14092,9,57,310,367
14093,10,70,163,233
14094,11,80,155,235
14095,12,77,230,307
14096,13,88,206,294
14097,14,94,161,255
14098,15,70,196,266
14099,16,91,340,431
14100,17,102,749,851
14101,18,80,768,848
14102,19,124,525,649
14103,20,72,355,427
14104,21,49,266,315
14105,22,29,197,226
14106,23,18,120,138
14107,0,13,63,76
14108,1,3,18,21
14109,2,0,15,15
14110,3,0,4,4
14111,4,2,3,5
14112,5,7,30,37
14113,6,3,162,165
14114,7,16,448,464
14115,8,33,649,682
14116,9,41,296,337
14117,10,78,121,199
14118,11,83,191,274
14119,12,96,247,343
14120,13,81,219,300
14121,14,72,176,248
14122,15,63,197,260
14123,16,79,340,419
14124,17,130,767,897
14125,18,109,723,832
14126,19,119,558,677
14127,20,100,414,514
14128,21,83,273,356
14129,22,69,185,254
14130,23,58,168,226
14131,0,21,67,88
14132,1,16,38,54
14133,2,4,15,19
14134,3,0,6,6
14135,4,0,9,9
14136,5,2,34,36
14137,6,6,151,157
14138,7,11,368,379
14139,8,43,625,668
14140,9,58,320,378
14141,10,82,149,231
14142,11,98,205,303
14143,12,110,255,365
14144,13,103,254,357
14145,14,128,200,328
14146,15,127,256,383
14147,16,116,372,488
14148,17,144,647,791
14149,18,108,561,669
14150,19,88,403,491
14151,20,97,262,359
14152,21,57,198,255
14153,22,43,170,213
14154,23,21,100,121
14155,0,6,99,105
14156,1,14,78,92
14157,2,4,39,43
14158,3,7,23,30
14159,4,5,8,13
14160,5,2,7,9
14161,6,4,23,27
14162,7,12,52,64
14163,8,28,161,189
14164,9,81,211,292
14165,10,166,314,480
14166,11,180,356,536
14167,12,266,388,654
14168,13,289,355,644
14169,14,242,356,598
14170,15,250,346,596
14171,16,287,354,641
14172,17,256,379,635
14173,18,225,329,554
14174,19,164,324,488
14175,20,99,242,341
14176,21,90,248,338
14177,22,90,171,261
14178,23,60,175,235
14179,0,44,143,187
14180,1,29,102,131
14181,2,16,103,119
14182,3,21,34,55
14183,4,4,22,26
14184,5,3,8,11
14185,6,5,15,20
14186,7,12,29,41
14187,8,34,90,124
14188,9,86,184,270
14189,10,138,287,425
14190,11,83,189,272
14191,12,112,186,298
14192,13,50,112,162
14193,14,41,108,149
14194,15,89,187,276
14195,16,97,259,356
14196,17,76,267,343
14197,18,86,291,377
14198,19,72,269,341
14199,20,61,213,274
14200,21,36,154,190
14201,22,6,50,56
14202,23,7,39,46
14203,0,1,25,26
14204,1,0,10,10
14205,2,0,5,5
14206,3,0,3,3
14207,4,0,7,7
14208,5,2,35,37
14209,6,6,155,161
14210,7,15,427,442
14211,8,37,618,655
14212,9,55,302,357
14213,10,69,124,193
14214,11,90,151,241
14215,12,66,216,282
14216,13,97,194,291
14217,14,87,188,275
14218,15,102,207,309
14219,16,103,357,460
14220,17,83,810,893
14221,18,89,726,815
14222,19,33,266,299
14223,20,30,231,261
14224,21,26,219,245
14225,22,25,136,161
14226,23,10,92,102
14227,0,7,52,59
14228,1,11,22,33
14229,2,1,7,8
14230,3,0,3,3
14231,4,0,4,4
14232,5,4,30,34
14233,6,5,164,169
14234,7,19,500,519
14235,8,27,696,723
14236,9,47,281,328
14237,10,58,120,178
14238,11,61,195,256
14239,12,79,226,305
14240,13,76,255,331
14241,14,110,192,302
14242,15,76,226,302
14243,16,109,358,467
14244,17,92,786,878
14245,18,93,532,625
14246,19,56,420,476
14247,20,62,296,358
14248,21,41,239,280
14249,22,24,208,232
14250,23,23,113,136
14251,0,9,46,55
14252,1,1,20,21
14253,2,7,10,17
14254,3,0,7,7
14255,4,1,7,8
14256,5,2,38,40
14257,6,12,175,187
14258,7,16,537,553
14259,8,37,703,740
14260,9,41,335,376
14261,10,66,159,225
14262,11,71,196,267
14263,12,59,253,312
14264,13,74,242,316
14265,14,82,184,266
14266,15,94,222,316
14267,16,102,358,460
14268,17,72,711,783
14269,18,91,592,683
14270,19,56,524,580
14271,20,59,332,391
14272,21,60,291,351
14273,22,55,226,281
14274,23,27,113,140
14275,0,9,51,60
14276,1,10,15,25
14277,2,9,11,20
14278,3,3,6,9
14279,4,0,6,6
14280,5,1,36,37
14281,6,14,178,192
14282,7,18,463,481
14283,8,45,662,707
14284,9,58,354,412
14285,10,76,157,233
14286,11,86,192,278
14287,12,97,235,332
14288,13,93,253,346
14289,14,114,191,305
14290,15,104,201,305
14291,16,121,344,465
14292,17,111,709,820
14293,18,130,811,941
14294,19,96,537,633
14295,20,70,404,474
14296,21,53,276,329
14297,22,21,177,198
14298,23,24,133,157
14299,0,27,84,111
14300,1,5,37,42
14301,2,1,15,16
14302,3,2,6,8
14303,4,2,6,8
14304,5,1,37,38
14305,6,9,142,151
14306,7,13,412,425
14307,8,41,703,744
14308,9,58,331,389
14309,10,78,184,262
14310,11,69,212,281
14311,12,95,276,371
14312,13,79,272,351
14313,14,109,229,338
14314,15,99,251,350
14315,16,101,414,515
14316,17,117,695,812
14317,18,109,627,736
14318,19,106,430,536
14319,20,66,297,363
14320,21,58,248,306
14321,22,42,209,251
14322,23,38,140,178
14323,0,21,114,135
14324,1,15,100,115
14325,2,18,61,79
14326,3,7,31,38
14327,4,3,9,12
14328,5,4,10,14
14329,6,5,25,30
14330,7,14,88,102
14331,8,29,133,162
14332,9,60,228,288
14333,10,148,294,442
14334,11,143,314,457
14335,12,217,367,584
14336,13,186,331,517
14337,14,150,332,482
14338,15,79,154,233
14339,16,174,260,434
14340,17,132,271,403
14341,18,122,261,383
14342,19,97,257,354
14343,20,65,176,241
14344,21,60,148,208
14345,22,46,136,182
14346,23,34,124,158
14347,0,23,111,134
14348,1,18,116,134
14349,2,12,104,116
14350,3,11,42,53
14351,4,5,11,16
14352,5,3,13,16
14353,6,5,16,21
14354,7,11,23,34
14355,8,21,112,133
14356,9,67,196,263
14357,10,127,258,385
14358,11,150,332,482
14359,12,225,401,626
14360,13,166,375,541
14361,14,125,252,377
14362,15,132,259,391
14363,16,57,116,173
14364,17,61,172,233
14365,18,77,187,264
14366,19,80,212,292
14367,20,40,171,211
14368,21,26,140,166
14369,22,20,94,114
14370,23,21,59,80
14371,0,4,28,32
14372,1,3,4,7
14373,2,0,8,8
14374,3,1,3,4
14375,4,1,11,12
14376,5,4,32,36
14377,6,4,141,145
14378,7,15,418,433
14379,8,29,670,699
14380,9,40,302,342
14381,10,63,143,206
14382,11,47,182,229
14383,12,69,214,283
14384,13,77,211,288
14385,14,66,180,246
14386,15,77,205,282
14387,16,77,367,444
14388,17,101,744,845
14389,18,83,751,834
14390,19,74,499,573
14391,20,50,366,416
14392,21,39,239,278
14393,22,30,131,161
14394,23,35,79,114
14395,0,9,29,38
14396,1,4,17,21
14397,2,2,13,15
14398,3,0,4,4
14399,4,2,6,8
14400,5,3,39,42
14401,6,3,144,147
14402,7,14,255,269
14403,8,25,668,693
14404,9,44,351,395
14405,10,39,165,204
14406,11,47,171,218
14407,12,56,241,297
14408,13,56,232,288
14409,14,72,179,251
14410,15,59,258,317
14411,16,84,396,480
14412,17,90,774,864
14413,18,82,736,818
14414,19,82,515,597
14415,20,87,348,435
14416,21,38,276,314
14417,22,20,196,216
14418,23,17,92,109
14419,0,8,39,47
14420,1,2,12,14
14421,2,2,4,6
14422,3,0,9,9
14423,4,2,8,10
14424,5,3,37,40
14425,6,6,175,181
14426,7,23,531,554
14427,8,28,780,808
14428,9,40,308,348
14429,10,34,144,178
14430,11,67,186,253
14431,12,79,281,360
14432,13,68,232,300
14433,14,87,214,301
14434,15,96,242,338
14435,16,104,389,493
14436,17,108,762,870
14437,18,119,693,812
14438,19,120,523,643
14439,20,49,378,427
14440,21,48,265,313
14441,22,50,185,235
14442,23,34,123,157
14443,0,14,51,65
14444,1,6,17,23
14445,2,3,14,17
14446,3,0,5,5
14447,4,4,4,8
14448,5,2,33,35
14449,6,8,155,163
14450,7,31,501,532
14451,8,53,701,754
14452,9,57,339,396
14453,10,73,161,234
14454,11,85,191,276
14455,12,73,221,294
14456,13,76,214,290
14457,14,74,199,273
14458,15,99,239,338
14459,16,77,405,482
14460,17,93,751,844
14461,18,109,744,853
14462,19,78,532,610
14463,20,68,403,471
14464,21,32,275,307
14465,22,38,253,291
14466,23,19,133,152
14467,0,13,69,82
14468,1,8,24,32
14469,2,9,11,20
14470,3,3,2,5
14471,4,0,7,7
14472,5,2,27,29
14473,6,7,101,108
14474,7,21,400,421
14475,8,36,654,690
14476,9,61,337,398
14477,10,59,197,256
14478,11,88,221,309
14479,12,120,290,410
14480,13,97,271,368
14481,14,112,324,436
14482,15,109,417,526
14483,16,111,417,528
14484,17,129,488,617
14485,18,87,459,546
14486,19,91,361,452
14487,20,102,254,356
14488,21,71,232,303
14489,22,65,212,277
14490,23,32,142,174
14491,0,22,146,168
14492,1,11,68,79
14493,2,8,61,69
14494,3,6,29,35
14495,4,3,9,12
14496,5,2,20,22
14497,6,13,23,36
14498,7,8,58,66
14499,8,28,134,162
14500,9,62,175,237
14501,10,128,289,417
14502,11,219,273,492
14503,12,187,284,471
14504,13,237,267,504
14505,14,240,274,514
14506,15,257,306,563
14507,16,209,253,462
14508,17,205,258,463
14509,18,184,258,442
14510,19,157,235,392
14511,20,67,140,207
14512,21,21,83,104
14513,22,21,57,78
14514,23,57,88,145
14515,0,27,72,99
14516,1,15,58,73
14517,2,28,56,84
14518,3,9,33,42
14519,4,7,15,22
14520,5,2,10,12
14521,6,2,13,15
14522,7,13,29,42
14523,8,30,99,129
14524,9,88,144,232
14525,10,158,230,388
14526,11,226,263,489
14527,12,248,297,545
14528,13,263,230,493
14529,14,249,208,457
14530,15,179,176,355
14531,16,222,252,474
14532,17,219,284,503
14533,18,227,273,500
14534,19,140,152,292
14535,20,63,41,104
14536,21,79,92,171
14537,22,66,100,166
14538,23,53,70,123
14539,0,42,62,104
14540,1,18,37,55
14541,2,10,30,40
14542,3,6,22,28
14543,4,6,5,11
14544,5,1,3,4
14545,6,3,12,15
14546,7,6,37,43
14547,8,36,91,127
14548,9,71,158,229
14549,10,135,224,359
14550,11,187,272,459
14551,12,191,352,543
14552,13,209,357,566
14553,14,163,349,512
14554,15,168,281,449
14555,16,165,335,500
14556,17,181,317,498
14557,18,145,337,482
14558,19,73,301,374
14559,20,78,183,261
14560,21,42,142,184
14561,22,17,104,121
14562,23,12,58,70
14563,0,10,19,29
14564,1,15,9,24
14565,2,1,4,5
14566,3,1,9,10
14567,4,0,8,8
14568,5,1,37,38
14569,6,7,165,172
14570,7,13,480,493
14571,8,15,617,632
14572,9,30,293,323
14573,10,42,130,172
